N,P,K,temperature,humidity,ph,rainfall,label
92.73,29.67,29.87,24.25,60.11,7.22,165.98,coffee
99.99,33.34,25.1,24.94,57.69,6.31,149.7,coffee
80.45,38.26,25.21,29.47,59.13,7.03,148.32,coffee
103.28,31.95,33.22,27.44,56.69,6.61,126.22,coffee
106.43,34.11,37.98,26.26,54.3,6.12,178.93,coffee
83.24,27.0,28.78,25.33,59.11,6.86,109.79,coffee
101.35,17.55,33.56,24.11,45.96,6.47,146.7,coffee
113.11,29.68,31.62,28.45,58.32,7.1,171.78,coffee
88.34,36.06,22.8,27.79,49.8,7.04,195.34,coffee
99.07,27.42,32.95,24.68,69.81,6.88,151.7,coffee
95.8,24.04,26.76,24.62,55.97,6.54,200.08,coffee
90.9,29.43,32.86,27.08,58.55,6.7,167.13,coffee
103.87,27.41,22.09,24.33,52.02,6.53,158.76,coffee
104.79,37.6,27.21,27.44,60.74,7.32,169.62,coffee
91.12,20.08,31.46,24.18,53.02,6.29,161.32,coffee
116.28,26.66,32.85,25.24,51.16,7.09,136.21,coffee
101.42,26.99,34.37,22.85,61.25,6.46,147.88,coffee
64.85,39.16,32.65,23.58,52.15,6.6,172.44,coffee
82.28,27.99,38.75,22.67,59.38,7.68,170.74,coffee
102.46,31.23,27.9,28.75,56.5,6.02,150.27,coffee
91.53,27.29,28.6,28.49,63.07,6.91,158.04,coffee
90.61,17.79,30.47,27.49,58.25,6.59,167.39,coffee
100.37,37.13,36.06,27.9,63.45,6.28,171.36,coffee
104.96,31.73,32.36,26.63,75.11,6.77,176.83,coffee
96.49,32.65,34.6,26.41,68.92,6.45,148.36,coffee
103.32,33.1,30.8,28.71,54.93,6.34,164.26,coffee
100.43,31.41,29.76,24.65,58.45,6.81,152.0,coffee
99.17,26.68,34.18,25.99,72.44,6.86,147.08,coffee
127.91,30.77,34.85,26.98,62.64,7.01,136.06,coffee
104.88,22.08,29.03,23.69,61.04,6.93,167.72,coffee
104.07,25.67,28.59,27.8,65.31,6.34,127.48,coffee
93.93,33.93,35.97,23.19,60.74,7.53,166.41,coffee
115.42,33.69,25.35,25.03,59.11,6.84,176.43,coffee
105.29,14.02,23.34,20.03,59.95,6.9,163.76,coffee
91.61,32.07,33.48,22.36,50.1,6.8,193.94,coffee
118.2,31.52,26.25,27.72,56.19,6.49,115.22,coffee
102.22,25.55,30.38,19.75,59.92,5.83,179.86,coffee
106.42,27.31,32.71,23.05,59.33,7.12,96.21,coffee
96.73,28.59,28.92,29.14,52.16,6.55,119.78,coffee
116.3,27.47,27.71,25.37,62.72,6.94,211.06,coffee
105.74,26.37,27.09,24.52,49.89,6.82,173.77,coffee
95.07,24.66,37.48,21.93,46.49,6.34,127.29,coffee
105.06,26.9,28.8,28.38,54.75,7.11,188.33,coffee
96.64,32.39,28.69,27.81,49.47,6.14,150.27,coffee
92.31,26.12,28.8,27.3,56.45,6.47,151.07,coffee
93.51,24.03,21.83,25.67,55.49,7.19,129.15,coffee
95.78,37.76,25.2,24.91,51.6,6.26,189.05,coffee
102.91,29.37,21.42,26.4,65.84,7.26,171.47,coffee
89.91,30.27,33.24,21.01,52.17,7.16,175.62,coffee
85.71,32.68,30.38,27.45,55.09,7.06,174.98,coffee
97.69,28.79,26.66,29.63,58.18,6.43,143.78,coffee
